pm2_5,pm10,no2,co,o3,so2,temp,humidity,wind_speed,ph,turbidity,dissolved_oxygen,aqi,aqi_category
69.14151239263293,99.00466908153611,33.80424872402785,1.2453854240021733,21.55000895045363,1.908579105062433,28.169621183277062,65.6964371409524,3.6239846869050036,8.028004833199972,19.618800108105233,4.660652896053754,153.2576725058498,3
28.800476812785135,87.86628151013089,41.20472345870026,1.9057159182072665,49.390986278698364,9.620820393669737,32.10850544199574,43.860972809100375,4.386224133443187,6.38989754330583,4.23954538950201,5.584774632005725,89.55649192470412,1
82.51353587419372,124.56174504296922,15.184881118049592,0.3318461598969962,21.34699670793877,1.0,28.113700533545057,42.04493186096242,7.981990514596855,7.508251176146238,0.9049784719308939,3.213751818677432,200.89061542714862,4
88.21694149173642,114.26932709646906,12.244928765994814,0.41818279042977563,37.09939905006751,4.277152628115176,26.72382057124625,43.77639250789733,4.119822282810405,7.59510174858936,3.8256585959775484,6.3607641013637055,231.2247891808541,4
1.4689443403849083,1.0,43.64595564675971,0.6537932638891728,27.4919111753094,8.046469189351317,28.191505929253985,53.7812524263105,1.925214035451129,7.116702865379942,4.291615440506396,6.140922674066003,8.769348746211094,0
20.934614794130454,111.80968817713827,24.84438865370076,1.0038511449218226,30.888934577181928,6.624917168684997,25.99114525272731,41.53440647617322,0.7900507814452952,6.121513402796315,2.4295607385624702,3.4512359865798015,85.51724952219568,1
63.83521209501856,49.86082361983665,10.949765659861605,0.8679124373359987,31.860736212219443,15.815260818959397,38.8452349726404,78.40082323765503,3.960248924292488,6.23811518849476,2.2333855898829795,6.065247124856789,143.48565774834086,2
50.512722229692535,33.13085034205204,59.30682584628126,1.2230155915769634,21.08586486337043,4.09737906075557,29.89168578381448,33.4219424151259,4.359532058896271,7.422303259338982,2.0061312132474396,5.4696342091984365,118.0859465032378,2
59.49596527487134,82.46106358505745,27.364106541458153,0.012369420449400592,5.407569742410644,1.0,24.59476136844589,30.64544576255074,7.399501811456575,7.405477370952746,0.062498116525654186,8.44788827599023,126.56003982723175,2
34.408682172792595,106.43884436120047,62.996232077307155,1.0777975825075843,45.32263491147407,1.0,15.343816997680713,27.83541158699768,6.439907778378522,6.771704073726691,7.519509641723802,4.583029553162984,114.11047138383583,2
86.38193924588487,24.37061558852703,40.569415822188546,0.28044923384204223,61.87093584384111,9.857454915990468,26.619540002917564,50.77705138440322,0.9714920624765286,8.052621132745736,5.449975646577405,6.957981731198584,194.66715579111988,3
83.33375806286844,118.18305668230207,45.89517724110607,0.699666268561095,63.18430819948047,5.305573839945945,23.962232585032773,28.465652112844708,6.626105415408014,8.194736275837927,4.694488005603902,3.059124292260145,204.9770553625826,4
61.98092092683648,120.53355390126399,35.770005078062944,1.9956095390793442,18.93460177864043,1.0,23.702273367232166,21.879388743321663,1.0214955785249713,8.185293495305924,2.613891308190626,6.159992682327323,155.4892439526666,3
93.81723620904098,91.8790478519799,1.0,0.01,15.336584840586568,25.667610632714876,34.59827909092821,42.08040450668315,0.6053696469309671,8.188698388378826,0.29267471432237135,6.715164068089034,217.35031436978466,4
74.02528026756137,55.29505479091806,17.264270178925916,0.6043727720924406,18.91435104329345,16.630000971090837,28.55814962366981,93.50223507305128,4.60220178723144,6.9873330929518485,6.838844836971555,6.814833145749331,161.9974497265337,3
34.22122611350285,50.82487983242832,37.48581080562551,0.01,26.48325195712417,9.532582718853964,16.22288337651189,20.818783153956474,4.473438530870167,5.9321201989400905,2.9937729693431154,5.762419235633454,92.1402748881151,1
71.06252352247496,131.0372852632091,47.29458274585409,0.9071475821862409,28.950780717473897,11.866377939993617,32.331822927563465,24.790145133868112,2.873329997268541,6.742076064676911,0.47301650196340006,9.463538838851445,171.85680304780286,3
31.23352197513003,29.551092540163808,4.206519552237587,1.5337630407730123,10.041430834853916,7.878871911944127,16.92574338996154,63.7351435525479,3.9541716463201393,6.908140432840292,16.609906660182574,5.278829483160754,71.59110499880838,1
86.35350903921818,132.57881843276715,38.927965842790776,0.9187585831909888,1.0,1.0,32.85323874186192,57.34091897993334,7.402790344691932,6.496210481511936,8.32495215500485,6.963467084342796,215.56643150482816,4
58.502222670412415,83.39203363478254,17.554718255719372,0.7182989026650359,30.998846130147953,18.245762291126535,24.674473318241823,27.8233785752699,5.5729121731880396,6.695342803286405,8.40453472099669,5.370344142740111,156.70139056244818,3
